관측일,지점번호,일평균풍속,일풍정,최대풍향,최대풍속,최대풍속시각,최대순간풍향,최대순간풍속,최대순간풍속시각,일평균기온,최고기온,최고기온시각,최저기온,최저기온시각,일평균이슬점온도,일평균지면온도,일최저초상온도,일평균상대습도,최저습도,최저습도시각,일평균수증기압,소형증발량,대형증발량,안개계속시간,일평균현지기압,일평균해면기압,최고해면기압,최고해면기압시각,최저해면기압,최저해면기압시각,일평균전운량,일조합,가조시간,캄벨일조,일사합,최대1시간일사,최대1시간일사시각,일강수량,9-9강수량,강수계속시간,1시간최다강수량,1시간최다강수량시각,10분최다강수량,10분최다강수량시각,최대강우강도,최대강우강도시각,최심신적설,최심신적설시각,최심적설,최심적설시각,0.5m지중온도,1.0m지중온도,1.5m지중온도,3.0m지중온도,5.0m지중온도
20201113,90,1.8,1558,29,4.2,24,29,8.1,20,13.2,19.1,1031,7.7,2305,3.7,14.4,4.5,54.4,20.0,4,8.1,-9.0,-9.0,-9.00,1025.2,1027.3,1029.4,2221,1025.6,21,0.9,9.1,10.2,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,93,0.6,519,18,1.9,1302,16,3.6,1439,7.8,17.3,1508,2.2,420,3.6,9.4,-1.3,77.3,45.0,1546,7.9,2.1,1.5,-9.00,1017.4,1029.3,1031.0,911,1026.6,1439,2.4,7.0,10.2,-9.0,10.62,1.97,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,10.8,14.1,16.6,20.2,19.6,
20201113,95,0.5,470,32,1.7,1500,27,3.3,1259,8.7,17.5,1436,3.1,2303,5.0,9.3,-3.1,80.6,40.0,1553,8.8,2.1,1.5,-9.00,1010.3,1029.4,1031.0,914,1026.6,1436,3.3,6.9,10.2,-9.0,10.27,1.79,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,98,0.7,611,29,3.8,1347,29,6.4,1342,10.3,18.6,1345,5.5,435,5.3,9.5,1.5,73.3,39.0,1605,9.0,-9.0,-9.0,-9.00,1015.2,1029.4,1030.8,917,1027.1,1436,4.1,6.5,10.2,-9.0,9.36,1.78,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,99,0.6,530,23,2.5,1504,23,4.5,1502,9.3,17.8,1516,3.7,2354,5.9,11.9,-0.9,81.6,41.0,1547,9.4,-9.0,-9.0,-9.00,1025.5,1029.3,1030.7,928,1027.4,1441,4.4,6.0,10.2,-9.0,9.10,1.84,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,100,2.2,1925,25,6.4,300,27,10.3,257,6.0,13.9,1328,-1.3,2353,0.6,7.2,-6.0,71.3,42.0,306,6.6,2.5,1.8,-9.00,937.8,1029.5,1034.2,2309,1025.4,1358,1.5,8.8,10.2,-9.0,12.65,2.14,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,101,0.5,460,16,1.6,1520,20,2.7,1420,8.5,18.4,1508,2.4,705,3.3,8.7,-3.3,72.9,41.0,1545,7.8,2.1,1.4,-9.00,1019.7,1029.1,1030.8,918,1026.3,1508,-9.0,7.1,10.2,-9.0,10.01,1.84,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,11.0,15.2,17.6,19.3,18.2,
20201113,102,2.9,2488,34,6.2,1220,36,8.5,1217,12.6,14.9,1107,9.6,2320,9.3,11.7,4.0,81.4,58.0,2225,11.9,2.7,1.9,-9.00,1023.5,1027.8,1028.9,925,1026.7,416,1.8,8.5,10.2,-9.0,12.29,2.11,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,104,1.3,1159,27,4.2,1012,27,7.3,834,13.4,18.6,1126,8.5,2144,2.7,15.2,3.9,51.3,26.0,308,7.7,2.8,2.0,-9.00,1017.9,1027.0,1029.4,2310,1025.4,353,0.8,8.9,10.2,-9.0,11.19,1.91,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,11.5,13.9,15.9,18.0,16.0,
20201113,105,2.3,1966,23,3.7,141,23,8.0,200,14.5,20.4,1207,9.4,2353,3.5,15.8,7.4,50.3,28.0,3,8.0,3.4,2.4,-9.00,1024.2,1027.5,1029.8,2150,1025.8,358,0.6,8.8,10.2,-9.0,11.58,1.94,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,13.6,15.8,17.4,18.5,17.6,
20201113,106,2.0,1690,7,4.2,1319,2,6.3,1615,13.2,18.2,1058,7.9,2343,2.5,12.7,3.5,51.8,25.0,602,7.6,-9.0,-9.0,-9.00,1022.5,1027.4,1029.9,2209,1025.6,437,1.5,8.5,10.2,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,108,1.6,1421,25,3.0,1421,20,4.9,1418,12.2,17.6,1444,8.5,613,6.9,12.1,4.1,71.5,44.0,1610,10.0,2.3,1.6,-9.00,1018.2,1028.6,1029.9,1000,1026.7,1510,3.0,5.5,10.2,-9.0,8.92,1.88,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,12.4,15.4,17.6,19.9,18.5,
20201113,112,1.7,1460,27,3.5,1430,27,5.3,1415,12.3,16.0,1240,9.5,720,8.5,10.7,2.9,78.5,60.0,1119,11.2,1.9,1.4,-9.00,1020.1,1028.5,1029.6,937,1027.2,1513,1.4,7.0,10.2,-9.0,9.00,1.76,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,12.1,14.1,15.9,18.0,17.2,
20201113,114,0.5,400,20,1.8,1522,25,3.0,1547,8.7,16.3,1454,2.4,713,2.3,8.2,-3.1,66.1,44.0,1154,7.3,2.2,1.5,-9.00,1010.7,1029.1,1030.6,739,1026.5,1452,0.6,8.3,10.2,-9.0,10.72,1.88,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,115,3.7,3232,5,8.3,1357,34,13.7,847,13.5,16.5,1129,11.2,2334,7.4,12.7,5.9,67.6,42.0,525,10.4,3.2,2.2,-9.00,1000.1,1026.6,1029.5,2346,1024.6,417,2.1,6.7,10.2,-9.0,11.58,1.78,1000,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,12.9,15.2,17.1,17.2,16.7,
20201113,119,0.8,731,25,3.0,1545,25,5.1,1538,10.2,17.0,1515,4.8,328,6.6,9.1,0.2,80.1,61.0,1201,9.9,1.6,1.2,-9.00,1024.2,1029.1,1030.3,921,1027.3,1440,2.1,5.2,10.2,-9.0,7.81,1.70,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,121,0.4,340,23,2.2,1453,36,4.1,1325,7.8,17.4,1353,-0.1,725,1.5,8.2,-4.7,68.1,37.0,1131,6.9,-9.0,-9.0,-9.00,1000.0,1029.5,1031.7,812,1025.9,1414,0.5,8.7,10.3,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,127,0.7,647,27,2.5,1504,34,4.5,1514,6.9,16.6,1402,-0.3,705,2.2,8.3,-3.6,74.8,43.0,1515,7.3,-9.0,-9.0,-9.00,1015.4,1029.6,1031.3,826,1027.0,1511,0.4,8.6,10.3,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,129,0.5,454,29,3.0,1617,29,3.7,1353,9.4,18.3,1405,3.5,550,7.1,9.9,-1.2,87.0,57.0,1521,10.2,1.8,1.2,-9.00,1025.9,1029.0,1029.9,100,1027.5,1453,5.6,6.5,10.3,-9.0,8.82,1.63,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,130,2.1,1812,2,3.8,1259,2,5.7,1331,12.5,18.9,1021,7.4,649,3.6,13.0,5.4,56.8,27.0,1043,8.2,-9.0,-9.0,-9.00,1021.6,1027.5,1030.0,2240,1025.8,402,2.0,9.0,10.3,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,131,0.7,601,29,2.3,1757,32,4.7,1756,10.7,17.5,1523,4.4,622,4.1,11.0,-0.4,64.6,48.0,1412,8.3,2.3,1.6,-9.00,1022.1,1029.3,1031.0,921,1027.3,1515,2.0,8.7,10.3,-9.0,10.90,1.82,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,133,0.9,772,36,3.3,1245,36,6.2,1236,10.0,18.0,1418,3.3,654,5.4,9.8,-2.4,75.0,51.0,1113,9.1,2.2,1.5,-9.00,1020.8,1029.4,1031.0,904,1027.5,1507,0.8,9.0,10.3,-9.0,10.94,1.75,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,14.0,16.1,18.3,20.3,19.3,
20201113,135,2.2,1887,25,6.2,1314,25,8.7,1400,8.6,16.6,1459,1.5,451,2.0,8.7,-0.9,65.0,44.0,1411,7.1,3.0,2.1,-9.00,998.8,1028.7,1030.2,8,1025.7,1458,0.3,9.3,10.3,-9.0,12.09,2.00,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,136,0.7,628,27,2.4,1438,18,4.7,1412,8.2,17.7,1416,-0.5,533,1.6,8.6,-3.5,67.0,31.0,1251,6.9,2.5,1.8,-9.00,1011.9,1029.2,1030.9,814,1026.5,1458,0.0,8.1,10.3,-9.0,11.66,1.92,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,137,0.6,543,27,2.4,1454,23,4.8,1440,9.8,19.1,1414,2.0,734,3.3,8.6,-1.9,66.3,42.0,1359,7.9,-9.0,-9.0,-9.00,1016.8,1028.6,1030.3,2331,1025.9,1445,0.4,8.3,10.3,-9.0,11.47,1.88,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,138,2.2,1907,25,3.9,703,23,5.3,701,13.8,20.0,1236,9.3,427,3.2,13.6,5.4,51.1,20.0,1223,7.9,3.3,2.3,-9.00,1027.2,1027.7,1029.8,2301,1026.0,1404,0.5,9.4,10.3,-9.0,11.60,1.92,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,16.0,17.8,18.9,19.5,18.0,
20201113,140,0.9,781,29,4.0,1400,32,5.1,1357,10.0,17.5,1306,4.5,259,7.5,11.3,1.1,87.0,54.0,1215,10.5,-9.0,-9.0,-9.00,1025.9,1029.3,1030.8,906,1028.1,1422,3.1,9.0,10.3,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,143,1.1,922,27,3.0,1349,27,4.6,1346,10.9,19.7,1521,3.1,636,2.0,10.6,-3.5,57.3,33.0,1457,7.1,3.1,2.2,-9.00,1021.4,1028.1,1029.6,2247,1025.7,1432,0.0,8.9,10.3,-9.0,12.03,1.93,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,146,1.4,1251,34,4.4,1532,34,7.7,1552,10.8,18.5,1344,3.9,641,4.7,9.8,-2.5,67.9,48.0,1125,8.7,2.7,1.9,-9.00,1021.1,1028.5,1030.0,856,1026.5,1458,0.0,9.2,10.4,-9.0,11.52,1.88,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,152,2.0,1718,11,3.6,1341,34,4.9,1122,13.9,20.1,1308,7.0,225,4.6,10.9,1.4,58.1,24.0,1231,8.7,-9.0,-9.0,-9.00,1017.3,1027.0,1028.9,2353,1024.9,1419,0.0,9.4,10.4,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,155,0.9,789,2,3.3,1229,5,4.9,1350,12.5,19.9,1417,6.2,622,1.9,10.7,0.6,52.8,22.0,1426,7.1,3.3,2.3,-9.00,1022.8,1027.0,1028.4,919,1024.8,1511,0.0,9.0,10.4,-9.0,11.89,2.01,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,156,0.8,662,5,2.5,2139,5,4.4,1549,11.7,20.1,1437,5.2,646,5.1,12.5,-0.9,67.6,30.0,1231,8.9,3.1,2.2,-9.00,1019.5,1028.1,1029.8,843,1025.8,1515,0.0,9.0,10.4,-9.0,13.54,2.18,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,159,2.4,2069,32,5.1,552,34,8.3,522,15.6,21.9,1228,10.9,654,4.2,17.6,3.1,49.0,26.0,1210,8.3,4.5,3.2,-9.00,1018.0,1026.4,1027.7,2228,1024.6,1430,0.0,9.7,10.4,-9.0,13.36,2.18,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,15.4,18.5,20.0,20.3,20.5,
20201113,162,1.6,1367,2,3.9,2205,2,5.1,1438,13.5,21.2,1344,7.6,640,6.3,16.4,5.0,68.4,26.0,1439,9.7,-9.0,-9.0,-9.00,1023.5,1027.2,1028.6,840,1025.4,1429,0.1,9.0,10.4,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,165,3.0,2595,36,6.1,1604,36,7.8,1547,11.4,16.0,1409,6.6,723,7.4,11.4,2.7,77.8,49.0,1227,10.4,3.0,2.1,-9.00,1023.0,1028.4,1030.0,909,1027.0,1428,0.4,9.4,10.4,-9.0,12.88,2.12,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,13.6,15.1,16.3,18.8,18.8,
20201113,168,1.5,1321,5,4.7,2345,5,6.8,2259,14.1,19.8,1600,9.3,642,5.6,13.3,4.1,58.0,33.0,1652,9.1,3.6,2.5,-9.00,1019.3,1027.3,1028.8,852,1025.4,1425,0.4,8.8,10.4,-9.0,10.78,1.93,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,14.3,16.8,19.2,20.9,19.7,
20201113,169,4.3,3756,36,6.6,1546,2,8.5,1730,14.1,17.7,1209,11.7,41,11.2,13.4,3.8,83.3,68.0,1142,13.3,2.9,2.0,-9.00,1019.1,1028.2,1029.5,859,1027.0,1441,1.5,9.2,10.4,-9.0,11.82,2.16,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,170,0.9,746,29,2.4,1415,29,4.3,1411,13.1,20.5,1410,7.6,446,5.7,12.2,0.0,65.4,28.0,1221,9.3,-9.0,-9.0,-9.00,1023.4,1027.6,1029.2,904,1025.7,1458,0.4,9.2,10.4,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,172,2.0,1718,2,7.4,1306,2,10.3,1304,9.1,17.7,1343,1.3,657,5.6,8.9,-2.2,81.6,49.0,1238,9.2,2.4,1.7,-9.00,1022.2,1028.7,1030.2,904,1026.9,1457,2.0,9.1,10.4,-9.0,8.87,1.70,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,174,1.3,1110,25,5.0,1212,27,9.5,1559,9.6,20.9,1404,0.7,710,2.8,8.9,-3.5,70.5,22.0,1409,7.5,-9.0,-9.0,-9.00,1006.9,1027.0,1028.9,1,1024.2,1444,0.3,9.2,10.4,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,177,0.4,372,7,1.9,1151,5,3.6,1218,9.4,17.1,1339,2.6,449,6.7,9.1,-1.0,85.4,61.0,1340,9.9,1.6,1.1,2.17,1025.6,1029.0,1030.1,110,1027.3,1604,3.5,5.6,10.3,-9.0,8.39,1.46,1000,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,184,1.9,1655,36,3.2,1026,36,5.2,1129,14.4,18.7,1146,10.6,641,6.4,12.2,3.5,60.3,40.0,1454,9.6,3.8,2.7,-9.00,1025.5,1028.0,1029.4,907,1026.5,1444,0.0,9.3,10.5,-9.0,14.12,2.30,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,16.7,18.2,19.0,20.6,20.4,
20201113,185,6.4,5496,7,9.8,1417,7,12.6,1409,15.1,16.8,1050,11.5,634,9.7,15.2,9.0,71.1,44.0,1308,12.1,4.7,3.3,-9.00,1018.6,1027.2,1028.8,843,1025.5,1429,0.3,10.2,10.5,-9.0,13.75,2.24,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,188,2.5,2146,32,4.1,1136,32,7.6,1147,14.4,19.6,1305,9.9,607,5.2,12.1,8.4,57.8,23.0,1337,9.0,-9.0,-9.0,-9.00,1024.7,1027.2,1028.8,859,1025.5,1424,0.3,9.6,10.5,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,189,1.3,1133,20,2.4,1144,23,3.9,1141,15.6,19.9,1423,11.2,338,7.0,13.5,7.1,58.1,37.0,2321,10.1,-9.0,-9.0,-9.00,1020.5,1026.7,1028.3,850,1025.0,1427,0.0,9.6,10.5,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,192,0.4,343,7,1.7,1239,9,3.5,1237,8.4,20.2,1439,0.3,647,2.9,9.9,-4.6,74.4,32.0,1251,7.6,2.8,1.9,-9.00,1024.3,1028.0,1029.8,853,1025.5,1506,0.3,9.2,10.4,-9.0,12.80,2.11,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,201,1.1,928,27,3.3,1444,27,5.5,1444,10.2,17.4,1403,5.3,2210,7.4,11.0,0.0,83.8,42.0,1347,10.4,-9.0,-9.0,-9.00,1023.5,1029.4,1030.6,923,1028.0,1437,3.3,5.1,10.2,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,202,0.5,456,27,2.5,1508,27,4.7,1507,8.5,17.4,1422,2.5,605,3.8,10.0,-2.1,75.1,49.0,1223,8.1,-9.0,-9.0,-9.00,1024.0,1029.8,1031.5,929,1027.6,1446,3.0,5.6,10.2,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,203,0.5,448,23,1.7,1431,23,3.9,1429,8.0,17.6,1505,0.9,627,3.8,8.2,-1.6,77.9,49.0,1237,8.1,-9.0,-9.0,-9.00,1019.7,1029.6,1031.2,846,1027.3,1456,3.9,4.5,10.2,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,211,0.7,593,18,3.2,1219,20,5.7,1226,7.4,17.0,1519,1.3,659,2.0,9.2,-1.4,70.9,40.0,1508,7.1,-9.0,-9.0,-9.00,1004.9,1029.6,1031.8,2329,1026.3,1424,1.9,6.3,10.2,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,212,0.6,499,7,1.7,823,34,3.4,1416,7.2,16.9,1407,0.5,642,1.8,8.7,-3.0,70.9,43.0,1549,7.0,-9.0,-9.0,-9.00,1012.5,1029.8,1031.7,848,1026.7,1456,2.3,7.1,10.2,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,216,1.0,867,5,3.9,1452,2,5.8,1443,8.7,15.4,1352,4.0,2357,-0.4,8.5,-1.1,56.8,30.0,407,6.1,-9.0,-9.0,-9.00,943.8,1028.0,1032.0,2357,1023.8,1350,1.9,7.0,10.2,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,217,0.8,672,5,2.6,1139,20,3.8,1312,6.6,17.0,1353,-0.7,713,1.7,8.7,-4.3,74.0,43.0,1339,7.0,-9.0,-9.0,-9.00,992.2,1029.8,1032.2,736,1025.5,1432,0.0,7.0,10.2,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,221,0.6,530,25,3.3,1353,25,5.9,1347,5.7,16.7,1415,-1.9,717,1.1,7.6,-4.8,76.0,41.0,1425,6.7,-9.0,-9.0,-9.00,997.3,1029.9,1031.9,754,1026.3,1428,0.5,8.8,10.3,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,226,0.8,730,34,4.5,1152,36,9.8,1148,6.7,17.2,1427,-1.0,536,2.8,8.2,-5.5,79.4,47.0,1434,7.6,-9.0,-9.0,-9.00,1008.3,1029.4,1031.2,902,1026.7,1423,0.1,7.7,10.3,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,232,0.5,407,25,3.0,1334,29,4.8,1433,7.7,18.1,1331,0.8,629,4.2,7.8,-1.4,81.8,51.0,1331,8.4,-9.0,-9.0,-9.00,1019.5,1030.0,1031.4,938,1027.9,1437,2.6,5.6,10.3,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,235,0.7,625,20,2.6,1217,20,3.9,1212,10.9,17.4,1352,5.4,433,8.0,11.2,1.4,83.4,61.0,1257,10.8,-9.0,-9.0,-9.00,1026.8,1028.0,1029.1,914,1026.7,1522,3.3,8.4,10.3,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,236,0.4,331,9,2.2,1321,14,5.5,1440,8.2,17.9,1439,0.6,636,4.9,9.9,-4.2,83.0,52.0,1419,8.8,-9.0,-9.0,-9.00,1028.1,1029.8,1031.3,905,1028.0,1559,3.6,7.1,10.3,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,238,0.6,532,34,2.8,1302,27,5.7,1255,7.3,16.9,1344,-0.6,644,3.4,8.1,-4.1,79.1,52.0,1315,8.0,-9.0,-9.0,-9.00,1008.6,1029.9,1031.8,850,1027.4,1503,0.4,9.1,10.3,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,239,0.6,503,34,2.0,1807,34,3.4,1801,9.7,16.8,1414,3.6,706,4.3,8.6,-1.9,71.3,44.0,1131,8.4,-9.0,-9.0,-9.00,1017.9,1028.8,1030.3,923,1026.9,1559,1.6,6.1,10.3,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20201113,243,0.9,757,2,3.2,1242,29,5.9,1445,9.6,17.8,1307,2.2,615,6.6,11.3,-1.9,83.6,54.0,1125,9.9,-9.0,-9.0,-9.00,1027.6,1029.1,1030.4,900,1027.6,1506,4.5,8.9,10.4,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
